"id","tekra_id","tekra_slug","asbis_id","asbis_code","external_id","name_en","name_bg","slug","category_path","show_flag","sort_order","parent_id","platform","is_promo_active","created_at","updated_at","created_by","last_modified_by","alias_of_id"
280,,,,,,PC Mini,Мини PC,pc-mini,other/pc-mini,false,0,31,ASBIS,false,2026-05-19 15:47:29.139,2026-05-20 09:32:57.821,system,system,
281,,,,,,Smart Tracker,Смарт тракер,smart-tracker,other/smart-tracker,false,0,153,ASBIS,false,2026-05-19 15:47:29.154,2026-05-20 09:32:57.821,system,system,
287,,,,,,Smart Indoor Siren,Смарт вътрешна сирена,smart-indoor-siren,other/smart-indoor-siren,false,0,153,ASBIS,false,2026-05-19 15:47:29.224,2026-05-20 09:32:57.821,system,system,
495,,,,,,Мултиборд,Мултиборд,multibord,multibord,false,0,184,ASBIS,false,2026-05-19 15:47:31.135,2026-05-20 09:32:57.821,system,system,
234,"23",aksesoari,,,,Accessories,Аксесоари,videonablyudenie-aksesoari,videonablyudenie/aksesoari,true,4,230,TEKRA,false,2026-04-02 10:15:19.909,2026-08-19 15:14:44.045,system,system,
233,"241",ndaa,,,,"NDAA, NIS2","NDAA, NIS2",videonablyudenie-ndaa,videonablyudenie/ndaa,true,3,230,TEKRA,false,2026-04-02 10:15:19.884,2026-08-19 15:14:44.045,system,system,
713,,,,,,Цифров медия плеър,Цифров медия плеър,tsifrov-mediya-plear-asbis,multimediyni-komponenti/tsifrov-mediya-plear-asbis,false,0,433,ASBIS,false,2026-08-06 11:58:57.200,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
1,,,,,373,Computer components,Компютърни компоненти,computer-components,,true,2,,VALI,false,2026-04-02 10:02:00.761,2026-08-06 12:37:18.489,system,system,
737,,,,,,Ютии,Ютии,yutii,drebni-domakinski-uredi/yutii,false,0,454,ASBIS,false,2026-08-06 11:58:57.466,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
800,,,,,,Vacuum Cleaner Robot,Робот прахосмукачка,vacuum-cleaner-robot-asbis,other/vacuum-cleaner-robot-asbis,false,0,788,ASBIS,false,2026-08-06 12:12:44.585,2026-08-06 12:16:17.030,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
3,,,,,379,CPU,Процесори,cpu,,true,2,1,VALI,false,2026-04-02 10:02:00.811,2026-08-06 12:37:18.489,system,system,
6,,,,,389,Memory,Памети,memory,,true,4,1,VALI,false,2026-04-02 10:02:00.821,2026-08-06 12:37:18.489,system,system,
903,,,,,,Compressor,Compressor,compressor-asbis,other-asbis/compressor-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:02.789,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
107,,,,,419,Wireless routers,Безжични рутери,wireless-routers,,true,2,99,VALI,false,2026-04-02 10:02:01.958,2026-08-06 12:34:33.425,system,system,
32,,,,,550,Desktop Computers,Настолни компютри,pc-systems,,true,1,31,VALI,false,2026-04-02 10:02:00.896,2026-08-06 12:32:01.954,system,system,
33,,,,,576,Servers,Сървъри,servers,,false,2,31,VALI,false,2026-04-02 10:02:00.898,2026-08-06 12:32:01.954,system,system,
34,,,,,617,Workstations,Работни станции,hin-clients,,false,3,31,VALI,false,2026-04-02 10:02:00.899,2026-08-06 12:32:01.954,system,system,
86,,,,,486,Consumables (toners) for laser devices,Консумативи(тонери) за лазерни устройства,consumables-for-laser-printers,,true,8,78,VALI,false,2026-04-02 10:02:01.032,2026-08-06 12:32:01.954,system,system,
87,,,,,449,Consumables for inkjet devices,Консумативи за мастиленоструйни устройства,cartridges-for-inkjet-printers,,true,9,78,VALI,false,2026-04-02 10:02:01.037,2026-08-06 12:32:01.954,system,system,
90,,,,,450,Liquid inks for printers,Наливни мастила за принтери,refili-and-liquid-inks-for-printers,,true,12,78,VALI,false,2026-04-02 10:02:01.043,2026-08-06 12:32:01.954,system,system,
91,,,,,451,Paper for printers,Хартия за принтери,paper-for-inkjet-printers,,false,13,78,VALI,false,2026-04-02 10:02:01.046,2026-08-06 12:32:01.954,system,system,
238,"20",,,,,DVR,DVR,videonablyudenie-hd-analogovi-sistemi-zapisvashti-ustroystva,videonablyudenie/hd-analogovi-sistemi/zapisvashti-ustroystva,true,2,231,TEKRA,false,2026-04-02 10:15:20.000,2026-08-19 15:37:53.531,system,system,
100,"208",,,,413,IP Cameras,IP камери,ip-cameras,videonablyudenie/ip-sistemi/kameri,true,1,232,TEKRA,false,2026-04-02 10:02:01.060,2026-08-19 15:37:53.531,system,system,
156,,,,,484,Smartwatches,Смарт часовници,smartwatches,,true,2,153,VALI,false,2026-04-02 10:02:02.111,2026-08-06 12:32:01.954,system,system,
17,,,,,377,Solid State Drive (SSD),SSD (Solid State Drive),solid-state-drive-ssd,,true,12,1,VALI,true,2026-04-02 10:02:00.867,2026-08-06 12:37:18.489,system,system,
212,,,,,645,Serving sets,Комплекти за сервиране,serving-sets,,false,248,211,VALI,false,2026-04-02 10:02:02.385,2026-08-06 12:32:01.954,system,system,
213,,,,,695,Lunch Box,Кутии за храна,lunch-box,,false,253,211,VALI,false,2026-04-02 10:02:02.387,2026-08-06 12:32:01.954,system,system,
948,,,,,,Acc - Multibakers/Grills,Аксесоари за мултипекари/грилове,acc-multibakers-grills-asbis,drebni-domakinski-uredi/acc-multibakers-grills-asbis,false,0,454,ASBIS,false,2026-08-06 12:30:04.124,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
546,,,,,,Security - Surveillance Video Recorder,Сигурност - Видеорекордер,security-surveillance-video-recorder-asbis,other/security-surveillance-video-recorder-asbis,false,0,,ASBIS,false,2026-08-06 11:58:55.253,2026-08-06 11:58:55.253,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
42,,,,,536,Laptop Chargers,Зарядни за лаптопи,power-supplies-for-laptops,,true,3,36,VALI,false,2026-04-02 10:02:00.916,2026-08-06 12:34:33.425,system,system,
109,,,,,420,Unmanaged switches,Суичове - неуправляеми,unmanaged-switches,,true,3,99,VALI,false,2026-04-02 10:02:01.967,2026-08-06 12:34:33.425,system,system,
110,,,,,523,Managed switches,Суичове - управляеми,manageable-switches,,true,4,99,VALI,false,2026-04-02 10:02:01.972,2026-08-06 12:34:33.425,system,system,
950,,,,,,Multimedia - PC Headsets,Мултимедия - PC слушалки,multimedia-pc-headsets-asbis,aidio-ustroystva/multimedia-pc-headsets-asbis,false,0,489,ASBIS,false,2026-08-06 12:30:04.176,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
788,,,,,,Other,Други,other,other,false,0,,ASBIS,false,2026-08-06 12:12:42.691,2026-08-06 12:16:17.030,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
4,,,,,386,Coolers for CPU,Охладители за процесори,coolers-for-cpu,,true,3,1,VALI,false,2026-04-02 10:02:00.813,2026-08-06 12:37:18.489,system,system,
5,,,,,623,Graphics Cards Cooler,Охладители за видео карти,graphics-cards-cooler,,false,7,1,VALI,false,2026-04-02 10:02:00.816,2026-08-06 12:37:18.489,system,system,
955,,,,,,SSD Server Optane,SSD сървърен Optane,ssd-server-optane-asbis,optane/ssd-server-optane-asbis,false,0,523,ASBIS,false,2026-08-06 12:30:04.309,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
957,,,,,,Robot Arm Grippers,Роботизирани манипулатори,robot-arm-grippers-asbis,robotic-solutions-asbis/robot-arm-grippers-asbis,false,0,956,ASBIS,false,2026-08-06 12:30:04.331,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
958,,,,,,Robotic Arms,Роботизирани ръце,robotic-arms-asbis,robotic-solutions-asbis/robotic-arms-asbis,false,0,956,ASBIS,false,2026-08-06 12:30:04.340,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
959,,,,,,Robot-Cleaner,Робот почистващ,robot-cleaner-asbis,robotic-solutions-asbis/robot-cleaner-asbis,false,0,956,ASBIS,false,2026-08-06 12:30:04.350,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
960,,,,,,Robot Kitchen,Кухненски робот,robot-kitchen-asbis,robotic-solutions-asbis/robot-kitchen-asbis,false,0,956,ASBIS,false,2026-08-06 12:30:04.361,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
876,,,,,,Networking - Cloud Keys & Gateways - Cloud Key Enterprise,Мрежово - Cloud Key Enterprise,networking-cloud-keys-gateways-cloud-key-enterprise-asbis,other-asbis/networking-cloud-keys-gateways-cloud-key-enterprise-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:01.034,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
878,,,,,,Antenna,Антена,antenna-asbis,other-asbis/antenna-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:01.062,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
879,,,,,,Networking - Access Control,Мрежово - Контрол на достъп,networking-access-control-asbis,other-asbis/networking-access-control-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:01.086,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
881,,,,,,Accessories for Staged,Аксесоари за сценична употреба,accessories-for-staged-asbis,other-asbis/accessories-for-staged-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:01.131,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
898,,,,,,Solar Panel,Слънчев панел,solar-panel-asbis,other-asbis/solar-panel-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:02.414,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
891,,,,,,Gaming Racing Wheel,Гейминг волан за рейсинг,gaming-racing-wheel-asbis,other-asbis/gaming-racing-wheel-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:01.513,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
896,,,,,,Production Material,Производствени материали,production-material-asbis,other-asbis/production-material-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:02.147,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
912,,,,,,Acc - Vacuum sealer,Аксесоари за вакуумзатваряне,acc-vacuum-sealer-asbis,other-asbis/acc-vacuum-sealer-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:03.285,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
7,,,,,615,Memory SODIMM,Памети за лаптоп,memory-sodimm,,true,5,1,VALI,false,2026-04-02 10:02:00.824,2026-08-06 12:37:18.489,system,system,
8,,,,,388,Graphic Cards,Видео карти,graphic-cards,,true,6,1,VALI,false,2026-04-02 10:02:00.827,2026-08-06 12:37:18.489,system,system,
550,,,,,,Accessories for Staged,Аксесоари за сценична употреба,accessories-for-staged,other/accessories-for-staged,false,0,,ASBIS,false,2026-08-06 11:58:55.379,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
552,,,,,,Accessories for OTG,Аксесоари OTG,accessories-for-otg-asbis,other/accessories-for-otg-asbis,false,0,,ASBIS,false,2026-08-06 11:58:55.414,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
47,,,,,577,Accessories for laptops/tablets,Аксесоари за лаптопи/таблети,accessories-for-laptopstablets,,true,5,36,VALI,false,2026-04-02 10:02:00.927,2026-08-06 12:34:33.425,system,system,
44,,,,,541,Lockung devices,Заключващи устройства за лаптоп,lockung-devices,,true,6,36,VALI,false,2026-04-02 10:02:00.921,2026-08-06 12:34:33.425,system,system,
41,,,,,509,Sleeve for Tablet,Калъфи за таблети,sleeve-for-tablet,,true,9,36,VALI,false,2026-04-02 10:02:00.913,2026-08-06 12:34:33.425,system,system,
397,,,,,,Калъфи за таблети,Калъфи за таблети,kalafi-za-tableti,konektori/kalafi-za-tableti,false,9,36,ASBIS,false,2026-05-19 15:47:30.336,2026-08-06 12:34:33.425,system,system,
46,,,,,544,Holder,Поставки за таблет,holder,,true,10,36,VALI,false,2026-04-02 10:02:00.925,2026-08-06 12:34:33.425,system,system,
48,,,,,685,Accessories for graphics tablets,Аксесоари за графични таблети,accessories-for-graphics-tablets,,true,11,36,VALI,false,2026-04-02 10:02:00.931,2026-08-06 12:34:33.425,system,system,
45,,,,,634,Charging carts & trolleys,Колички и шкафове за зареждане,charging-carts-and-trolleys,,true,12,36,VALI,false,2026-04-02 10:02:00.923,2026-08-06 12:34:33.425,system,system,
553,,,,,,AI Recorder,AI рекордер,ai-recorder-asbis,other/ai-recorder-asbis,false,0,,ASBIS,false,2026-08-06 11:58:55.426,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
62,,,,,407,Mice,Мишки,mice,,true,1,54,VALI,false,2026-04-02 10:02:00.966,2026-08-06 12:34:33.425,system,system,
64,,,,,408,Mouse pads,Падове за мишки,mouse-pads,,true,2,54,VALI,false,2026-04-02 10:02:00.971,2026-08-06 12:34:33.425,system,system,
61,,,,,504,Keyboards,Клавиатури,keyboards,,true,3,54,VALI,false,2026-04-02 10:02:00.965,2026-08-06 12:34:33.425,system,system,
66,,,,,410,Earphones,Слушалки,earphones,,true,4,54,VALI,false,2026-04-02 10:02:00.976,2026-08-06 12:34:33.425,system,system,
555,,,,,,"2nd life PC Notebook Commercial",Реновиран лаптоп,"2nd-life-pc-notebook-commercial",other/2nd-life-pc-notebook-commercial,false,0,,ASBIS,false,2026-08-06 11:58:55.497,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
490,,,,,,Слушалки,Слушалки,slushalki,aidio-ustroystva/slushalki,false,4,54,ASBIS,false,2026-05-19 15:47:31.098,2026-08-06 12:34:33.425,system,system,
67,,,,,506,Headsets,Слушалки (тапи),headsets,,true,5,54,VALI,true,2026-04-02 10:02:00.978,2026-08-06 12:34:33.425,system,system,
65,,,,,406,Microphones,Микрофони,microphones,,true,6,54,VALI,false,2026-04-02 10:02:00.973,2026-08-06 12:34:33.425,system,system,
59,,,,,401,Sound Systems & Loudspeakers,Звукови системи и тонколони,sound-systems-and-loudspeakers,,true,7,54,VALI,false,2026-04-02 10:02:00.959,2026-08-06 12:34:33.425,system,system,
57,,,,,399,USB sticks,USB памети,usb-sticks,,true,8,54,VALI,false,2026-04-02 10:02:00.956,2026-08-06 12:34:33.425,system,system,
55,,,,,490,External HDD,Външни дискове,external-hdd,,true,9,54,VALI,false,2026-04-02 10:02:00.952,2026-08-06 12:34:33.425,system,system,
60,,,,,402,Web Cams,Уеб камери,web-cams,,true,12,54,VALI,false,2026-04-02 10:02:00.962,2026-08-06 12:34:33.425,system,system,
63,,,,,411,Card readers,Четци за карти,card-readers,,true,13,54,VALI,false,2026-04-02 10:02:00.968,2026-08-06 12:34:33.425,system,system,
108,,,,,629,Routers,Рутери,routers,,true,1,99,VALI,false,2026-04-02 10:02:01.962,2026-08-06 12:34:33.425,system,system,
102,,,,,415,Access Point,Access Point,access-point,,true,5,99,VALI,false,2026-04-02 10:02:01.945,2026-08-06 12:34:33.425,system,system,
104,,,,,557,Wireless Adapters,Безжични адаптери,wireless-adapters,,true,6,99,VALI,false,2026-04-02 10:02:01.950,2026-08-06 12:34:33.425,system,system,
103,,,,,416,Bluetooth Adapters,Блутут адаптери,bluetooth-adapters,,true,7,99,VALI,false,2026-04-02 10:02:01.947,2026-08-06 12:34:33.425,system,system,
111,,,,,422,Network Cards,Мрежови карти,network-cards,,true,8,99,VALI,false,2026-04-02 10:02:01.986,2026-08-06 12:34:33.425,system,system,
113,,,,,580,Firewall,Защитни стени,firewall,,false,9,99,VALI,false,2026-04-02 10:02:01.994,2026-08-06 12:34:33.425,system,system,
101,,,,,414,KVM Switches,KVM Суичове,kvm-switches,,true,10,99,VALI,false,2026-04-02 10:02:01.941,2026-08-06 12:34:33.425,system,system,
105,,,,,417,Powerline Adapters,Powerline адаптери,powerline-adapters,,true,11,99,VALI,false,2026-04-02 10:02:01.953,2026-08-06 12:34:33.425,system,system,
112,,,,,579,Cable duct and cable bundle tube,Кабелни канали и шлаух спирали,cable-duct-and-cable-bundle-tube,,true,13,99,VALI,false,2026-04-02 10:02:01.990,2026-08-06 12:34:33.425,system,system,
106,,,,,418,Communication cabinets - RACK,Комуникационни шкафове - RACK,rack,,false,14,99,VALI,false,2026-04-02 10:02:01.956,2026-08-06 12:34:33.425,system,system,
169,,,,,493,Gaming seats,Геймърски столове,gaming-seats,,true,6,167,VALI,true,2026-04-02 10:02:02.144,2026-08-06 12:34:33.425,system,system,
178,,,,,540,Gaming eyewear,Компютърни и геймърски очила,gaming-eyewear,,true,7,167,VALI,false,2026-04-02 10:02:02.167,2026-08-06 12:34:33.425,system,system,
168,,,,,668,Gaming Consoles,Гейминг конзоли,gaming-consoles,,true,8,167,VALI,false,2026-04-02 10:02:02.142,2026-08-06 12:34:33.425,system,system,
175,,,,,710,Wheels and Pedals,Волани и педали,wheels-and-pedals,,true,9,167,VALI,false,2026-04-02 10:02:02.162,2026-08-06 12:34:33.425,system,system,
177,,,,,546,Gamepads,Геймпадове,gamepads,,true,10,167,VALI,false,2026-04-02 10:02:02.165,2026-08-06 12:34:33.425,system,system,
9,,,,,376,Power Supplies,Захранвания,power-supplies,,true,8,1,VALI,false,2026-04-02 10:02:00.838,2026-08-06 12:37:18.489,system,system,
738,,,,,,Acc - Multibakers/Grills,Аксесоари за мултипекари/грилове,acc-multibakers-grills-asbis,drebni-domakinski-uredi/acc-multibakers-grills-asbis,false,0,454,ASBIS,false,2026-08-06 11:58:57.473,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
754,,,,,,Multimedia - PC Headsets,Мултимедия - PC слушалки,multimedia-pc-headsets-asbis,aidio-ustroystva/multimedia-pc-headsets-asbis,false,0,489,ASBIS,false,2026-08-06 11:58:57.636,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
761,,,,,,Kids Watch,Детски часовник,kids-watch-asbis,smart-ustroystva/kids-watch-asbis,false,0,500,ASBIS,false,2026-08-06 11:58:57.672,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
875,,,,,,Other,Други,other-asbis,other-asbis,false,0,,ASBIS,false,2026-08-06 12:30:00.894,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
131,,,,,677,Video cables,Видео кабели,video-cables,,true,1,127,VALI,false,2026-04-02 10:02:02.052,2026-08-06 12:34:33.425,system,system,
135,,,,,423,Network Cables,Мрежови кабели,network-cables,,true,3,127,VALI,false,2026-04-02 10:02:02.060,2026-08-06 12:34:33.425,system,system,
130,,,,,676,Audio cables,Аудио кабели,audio-cables,,true,4,127,VALI,false,2026-04-02 10:02:02.050,2026-08-06 12:34:33.425,system,system,
149,,,,,456,Backs for digital cameras end camcorders,Чанти за камери и камкордери,backs-for-digital-cameras-end-camcorders,,true,4,144,VALI,false,2026-04-02 10:02:02.094,2026-08-06 12:34:33.425,system,system,
146,,,,,578,Picture frames,Фото рамки,picture-frames,,true,5,144,VALI,false,2026-04-02 10:02:02.084,2026-08-06 12:34:33.425,system,system,
148,,,,,602,Selfie sticks,Селфи стикове,selfie-sticks,,true,6,144,VALI,false,2026-04-02 10:02:02.092,2026-08-06 12:34:33.425,system,system,
151,,,,,601,Accessories for Lenses,Аксесоари за обективи,accessories-for-lenses,,false,7,144,VALI,false,2026-04-02 10:02:02.098,2026-08-06 12:34:33.425,system,system,
152,,,,,458,Others,Други фото и видео аксесоари,other-photo-video-accessories,,true,8,144,VALI,false,2026-04-02 10:02:02.100,2026-08-06 12:34:33.425,system,system,
174,,,,,511,Gaming mouse,Геймърски мишки,gaming-mouse,,true,1,167,VALI,true,2026-04-02 10:02:02.160,2026-08-06 12:34:33.425,system,system,
172,,,,,404,Gaming Keyboards,Геймърски клавиатури,gaming-keyboards,,true,2,167,VALI,true,2026-04-02 10:02:02.155,2026-08-06 12:34:33.425,system,system,
173,,,,,524,Gaming pads,Геймърски падове,gaming-pads,,true,3,167,VALI,false,2026-04-02 10:02:02.156,2026-08-06 12:34:33.425,system,system,
171,,,,,502,Gaming headset,Геймърски слушалки,gaming-headset,,true,4,167,VALI,false,2026-04-02 10:02:02.149,2026-08-06 12:34:33.425,system,system,
170,,,,,587,Gaming desks,Геймърски бюра,gaming-desks,,true,5,167,VALI,false,2026-04-02 10:02:02.147,2026-08-06 12:34:33.425,system,system,
176,,,,,712,Wheel Accesories,Аксесоари за Волани,wheel-accesories,,true,11,167,VALI,false,2026-04-02 10:02:02.163,2026-08-06 12:34:33.425,system,system,
179,,,,,569,Gaming accessories,Геймърски аксесоари,gaming-accessories,,true,12,167,VALI,false,2026-04-02 10:02:02.168,2026-08-06 12:34:33.425,system,system,
181,,,,,666,Figures,Фигурки,figures,,true,13,167,VALI,false,2026-04-02 10:02:02.171,2026-08-06 12:34:33.425,system,system,
11,,,,,382,Computer Cases,Кутии за компютри,computer-cases,,true,9,1,VALI,false,2026-04-02 10:02:00.852,2026-08-06 12:37:18.489,system,system,
19,,,,,381,"CD, DVD, Blue ray",Оптични устройства,cd-dvd-blue-ray,,true,10,1,VALI,false,2026-04-02 10:02:00.870,2026-08-06 12:37:18.489,system,system,
10,,,,,391,Sound Cards,Звукови карти,sound-cards,,true,11,1,VALI,false,2026-04-02 10:02:00.849,2026-08-06 12:37:18.489,system,system,
16,,,,,496,"HDD - 3.5""","Хард дискове - 3.5""",hdd-35,,true,13,1,VALI,false,2026-04-02 10:02:00.865,2026-08-06 12:37:18.489,system,system,
15,,,,,512,"HDD 2.5""","Хард дискове - 2.5""",hdd-25,,true,14,1,VALI,false,2026-04-02 10:02:00.863,2026-08-06 12:37:18.489,system,system,
12,,,,,384,Fans,Вентилатори,fans,,true,15,1,VALI,false,2026-04-02 10:02:00.855,2026-08-06 12:37:18.489,system,system,
13,,,,,614,Fan Controller,Контролери за вентилатори,fan-controller,,true,16,1,VALI,false,2026-04-02 10:02:00.857,2026-08-06 12:37:18.489,system,system,
14,,,,,530,Thermal paste,Термо пасти и подложки,thermal-paste,,true,17,1,VALI,false,2026-04-02 10:02:00.860,2026-08-06 12:37:18.489,system,system,
21,,,,,392,Controllers / RAID Cards,Контролери / RAID Контролери,controllers-raid-cards,,true,18,1,VALI,false,2026-04-02 10:02:00.876,2026-08-06 12:37:18.489,system,system,
18,,,,,640,Enclosures for HDD,Чекмеджета за дискове,enclosures-for-hdd,,true,19,1,VALI,false,2026-04-02 10:02:00.868,2026-08-06 12:37:18.489,system,system,
20,,,,,387,TV Tuners & Video Devices,TV Тунери и Видео устройства,tv-tuners-and-video-devices,,true,20,1,VALI,false,2026-04-02 10:02:00.873,2026-08-06 12:37:18.489,system,system,
22,,,,,393,Input & Output Controllers,Входно-изходни контролери,input-and-output-controllers,,true,21,1,VALI,false,2026-04-02 10:02:00.878,2026-08-06 12:37:18.489,system,system,
31,,,,,549,Computer Systems,КОМПЮТРИ,computer-systems,,true,1,,VALI,false,2026-04-02 10:02:00.894,2026-08-06 12:37:18.489,system,system,
36,,,,,482,"Laptops, tablets and accessories","Лаптопи, таблети и аксесоари",laptops-tablets-and-accessories,,true,3,,VALI,false,2026-04-02 10:02:00.902,2026-08-06 12:37:18.489,system,system,
50,,,,,394,Monitors,Монитори,monitors-and-public-displays,,true,4,49,VALI,false,2026-04-02 10:02:00.940,2026-08-06 12:37:18.489,system,system,
54,,,,,398,Computer peripherals,Компютърна периферия,computer-peripherals,,true,5,,VALI,false,2026-04-02 10:02:00.950,2026-08-06 12:37:18.489,system,system,
167,,,,,554,Gaming peripheral devices,Геймърска периферия,gaming-peripheral-devices,,true,6,,VALI,false,2026-04-02 10:02:02.139,2026-08-06 12:37:18.489,system,system,
78,,,,,436,"Printers, scanners and consumables","Принтери, скенери и консумативи",printers-scanners-and-consumables,,true,7,,VALI,false,2026-04-02 10:02:01.008,2026-08-06 12:37:18.489,system,system,
99,"213",mrezhovo,,,412,Routers and network equipment,Рутери и мрежово оборудване,network-equipment,videonablyudenie/ndaa/mrezhovo,true,8,,TEKRA,false,2026-04-02 10:02:01.059,2026-08-06 12:37:18.489,system,system,
230,"44",videonablyudenie,,,,,Видеонаблюдение,videonablyudenie,videonablyudenie,true,9,,TEKRA,false,2026-04-02 10:15:19.724,2026-08-06 12:37:18.489,system,system,
72,,,,,395,Power Protection,Непрекъсваеми токозахранващи устройства,power-protection,,true,10,,VALI,false,2026-04-02 10:02:00.987,2026-08-06 12:37:18.489,system,system,
71,,,,,568,Storage devices and consumables,Сторидж у-ва и консумативи,storage-devices-and-consumables,,true,11,,VALI,false,2026-04-02 10:02:00.986,2026-08-06 12:37:18.489,system,system,
198,,,,,481,Batteries and Chargers,Батерии и зарядни у-ва,batteries-and-chargers,,true,12,,VALI,false,2026-04-02 10:02:02.347,2026-08-06 12:37:18.489,system,system,
144,,,,,453,Photo and video accessories,Фото и видео аксесоари,photo-and-video-accessories,,true,14,,VALI,false,2026-04-02 10:02:02.080,2026-08-06 12:37:18.489,system,system,
138,,,,,553,"TV, Video and accessories","TV, Видео и аксесоари",tv-video-and-accessories,,true,15,,VALI,false,2026-04-02 10:02:02.066,2026-08-06 12:37:18.489,system,system,
119,,,,,625,Electronics,Електроника и роботика,electronics,,true,16,,VALI,false,2026-04-02 10:02:02.013,2026-08-06 12:37:18.489,system,system,
182,,,,,469,"Navigation systems, dashcam","Навигации, камери и аксесоари за коли",navigation-systems-dashcam,,true,17,,VALI,false,2026-04-02 10:02:02.173,2026-08-06 12:37:18.489,system,system,
153,,,,,459,"Smartwatches, phones and accessories","Смарт часовници, телефони и аксесоари",mobile-phones-and-accessories,,true,18,,VALI,false,2026-04-02 10:02:02.103,2026-08-06 12:37:18.489,system,system,
114,,,,,424,"Projectors, interactive floor, accessories","Проектори, интерактивен под, стойки",projectors-interactive-floor-accessories,,true,19,,VALI,false,2026-04-02 10:02:01.996,2026-08-06 12:37:18.489,system,system,
192,,,,,497,Software,Софтуер,software,,true,20,,VALI,false,2026-04-02 10:02:02.211,2026-08-06 12:37:18.489,system,system,
23,,,,,686,Water / Liquid Cooling,Водно охлаждане,water-liquid-cooling,,true,21,,VALI,false,2026-04-02 10:02:00.880,2026-08-06 12:37:18.489,system,system,
68,,,,,609,VR ( Virtual Reality),VR - Виртуална реалност,vr-virtual-reality,,true,22,,VALI,false,2026-04-02 10:02:00.980,2026-08-06 12:37:18.489,system,system,
184,,,,,513,Office products,Офис продукти,office-products,,true,23,,VALI,false,2026-04-02 10:02:02.176,2026-08-06 12:37:18.489,system,system,
211,,,,,491,Tools and accessories,Инструменти и аксесоари,household-products,,true,24,,VALI,false,2026-04-02 10:02:02.382,2026-08-06 12:37:18.489,system,system,
454,,,,,,Дребни домакински уреди,Дребни домакински уреди,drebni-domakinski-uredi,drebni-domakinski-uredi,false,25,,ASBIS,false,2026-05-19 15:47:30.834,2026-08-06 12:37:18.489,system,system,
520,,,,,,Digital signage IDS,Дигитална сигнализация IDS,digital-signage-ids,digital-signage-ids,false,26,,ASBIS,false,2026-05-19 15:47:31.335,2026-08-06 12:37:18.489,system,system,
525,,,,,,Robotic Solutions,Роботизирани решения,robotic-solutions,robotic-solutions,false,27,,ASBIS,false,2026-05-19 15:47:31.375,2026-08-06 12:37:18.489,system,system,
222,,,,,698,STEM,STEM,stem,,false,28,,VALI,false,2026-04-02 10:02:02.409,2026-08-06 12:37:18.489,system,system,
